Order ID,Order Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-01777,2022-10-10,CUST-1197,Daniel Salinas,Consumer,North,Office Supplies,Fasteners,Stapler,5448.86,3,0,625.66
ORD-00467,2022-10-11,CUST-1208,Cathy Robinson,Consumer,South,Technology,Copiers,Desktop Copier,590018.4,11,0,81998.98
ORD-01289,2022-10-11,CUST-1253,Tanya Kim,Corporate,East,Office Supplies,Labels,Sticker Sheet,7699.41,9,0.15,1281.04
ORD-01340,2022-10-11,CUST-1083,Michael Evans,Corporate,North,Technology,Machines,All-in-One Printer,583593.94,10,0,123564.3
ORD-01386,2022-10-11,CUST-1100,Stephen Mckee,Corporate,East,Technology,Copiers,Office Copier Machine,26198.61,11,0,4902.11
ORD-00733,2022-10-13,CUST-1151,David Wright,Consumer,West,Furniture,Furnishings,Desk Lamp,50013.66,4,0,8164.14
ORD-00806,2022-10-13,CUST-1103,Rebecca Valencia,Home Office,East,Furniture,Furnishings,Office Partition,19461.61,4,0.3,-954.41
ORD-00908,2022-10-13,CUST-1067,Tracy House,Home Office,East,Furniture,Chairs,Recliner Chair,36364.8,3,0,9003.29
ORD-00221,2022-10-14,CUST-1063,Connor West,Home Office,North,Furniture,Tables,Study Table,49773.06,4,0,11183.86
ORD-00573,2022-10-14,CUST-1194,Angelica Keith,Corporate,Central,Office Supplies,Art,Marker Set,9369.17,6,0.3,-2661.74
ORD-01144,2022-10-14,CUST-1155,Brenda Hall,Corporate,West,Furniture,Tables,Conference Table,54412.49,4,0.3,-2717.23
ORD-01921,2022-10-14,CUST-1184,Ashley Barton,Home Office,South,Office Supplies,Binders,View Binder,6198.06,5,0,1500.21
ORD-01927,2022-10-14,CUST-1223,Elizabeth Oliver DDS,Home Office,West,Furniture,Chairs,Folding Chair,5815.58,3,0,1737.5
ORD-00963,2022-10-15,CUST-1062,Gerald Hensley,Home Office,West,Technology,Copiers,Office Copier Machine,3899.1,1,0.15,-334.23
ORD-00093,2022-10-17,CUST-1180,Robert Oconnell,Consumer,East,Office Supplies,Envelopes,Mailing Envelopes Pack,11266.66,10,0.15,1334.4
ORD-00381,2022-10-17,CUST-1010,Ryan Munoz,Consumer,West,Office Supplies,Binders,Clip Binder,4197.37,3,0.1,-207.98
ORD-01622,2022-10-17,CUST-1294,Margaret Coleman,Corporate,East,Furniture,Chairs,Mesh Task Chair,46933.99,11,0.15,-3677.74
ORD-00814,2022-10-18,CUST-1124,Michelle Harmon,Consumer,South,Office Supplies,Art,Sketch Pad,15352.01,8,0.3,-1110.76
ORD-00939,2022-10-18,CUST-1125,Helen Jones,Corporate,West,Furniture,Bookcases,5-Shelf Bookcase,58857.09,6,0.3,-5964.78
ORD-01654,2022-10-18,CUST-1046,Philip Cannon,Consumer,East,Furniture,Chairs,Folding Chair,62200.23,5,0,7170.17
ORD-01347,2022-10-19,CUST-1082,Mike Allen,Corporate,East,Office Supplies,Art,Whiteboard,144.76,7,0.05,12.27
ORD-01643,2022-10-19,CUST-1052,Danny Morgan,Corporate,Central,Technology,Phones,Smartphone X200,239881.2,4,0.3,-26972.33
ORD-00578,2022-10-20,CUST-1073,Brittney Phillips,Consumer,Central,Technology,Phones,Cordless Phone,246008.83,5,0,52710.14
ORD-00980,2022-10-20,CUST-1116,Diana May,Home Office,North,Office Supplies,Paper,Printer Paper Bulk,3601.93,7,0.1,-38.0
ORD-01241,2022-10-20,CUST-1108,Sierra Johnson,Consumer,Central,Technology,Machines,Laser Printer,107625.44,2,0.3,3367.62
ORD-01933,2022-10-20,CUST-1117,William Herrera,Corporate,North,Technology,Machines,All-in-One Printer,15737.32,3,0.3,-3067.36
ORD-00059,2022-10-21,CUST-1119,Victor Baker,Home Office,West,Office Supplies,Fasteners,Paper Clips Box,4706.01,5,0.1,882.31
ORD-00687,2022-10-21,CUST-1275,Joyce Bowen,Corporate,South,Furniture,Bookcases,Modern Bookcase,118329.39,12,0,20814.84
ORD-00418,2022-10-22,CUST-1133,Mary Marshall,Home Office,East,Technology,Accessories,USB-C Hub,12640.61,6,0.15,-104.53
ORD-00427,2022-10-22,CUST-1250,Kimberly Gutierrez,Consumer,West,Furniture,Chairs,Mesh Task Chair,134047.69,11,0.2,6179.02
ORD-00990,2022-10-22,CUST-1247,Krista Gibson,Home Office,South,Furniture,Furnishings,Desk Lamp,72331.98,11,0.15,-10730.02
ORD-01793,2022-10-22,CUST-1246,Donna Landry,Consumer,South,Office Supplies,Storage,Storage Box,5329.71,10,0,1655.26
ORD-00153,2022-10-23,CUST-1238,David Davis,Corporate,North,Office Supplies,Envelopes,Padded Envelopes,4724.02,9,0.15,144.92
ORD-00608,2022-10-24,CUST-1030,Anthony Rodriguez,Home Office,South,Office Supplies,Binders,Clip Binder,10912.98,6,0,1663.85
ORD-01375,2022-10-24,CUST-1137,Robert Potter,Corporate,Central,Furniture,Bookcases,5-Shelf Bookcase,3356.61,5,0,686.13
ORD-00554,2022-10-25,CUST-1124,Michelle Harmon,Consumer,West,Office Supplies,Art,Marker Set,4276.6,5,0,426.94
ORD-01354,2022-10-25,CUST-1050,Eric Carney,Corporate,East,Furniture,Furnishings,Wall Clock,55972.62,7,0.15,1337.56
ORD-01471,2022-10-25,CUST-1108,Sierra Johnson,Consumer,South,Office Supplies,Storage,Storage Box,3830.36,3,0.1,232.62
ORD-01772,2022-10-25,CUST-1200,Nathan Freeman,Consumer,West,Furniture,Chairs,Recliner Chair,40475.86,9,0,11742.16
ORD-00288,2022-10-27,CUST-1032,James Ferrell,Consumer,East,Furniture,Chairs,Recliner Chair,15887.68,8,0.05,3489.89
ORD-00942,2022-10-28,CUST-1150,Stephanie Manning,Home Office,West,Technology,Accessories,Wireless Mouse,36629.17,4,0.15,2912.87
ORD-00242,2022-10-29,CUST-1062,Gerald Hensley,Home Office,West,Furniture,Tables,Study Table,9318.79,4,0.2,-1434.51
ORD-01672,2022-10-29,CUST-1247,Krista Gibson,Home Office,North,Furniture,Chairs,Folding Chair,59658.65,6,0.3,-6999.88
ORD-00243,2022-10-30,CUST-1133,Mary Marshall,Home Office,East,Office Supplies,Paper,A4 Paper Ream,12012.81,7,0.3,2059.47
ORD-00477,2022-10-30,CUST-1191,Debra Morton,Home Office,West,Office Supplies,Storage,Plastic Drawer Unit,9317.58,5,0,3115.21
ORD-00677,2022-10-30,CUST-1193,Debra Christian,Home Office,West,Office Supplies,Storage,Storage Box,3782.45,2,0,1301.48
ORD-00729,2022-10-30,CUST-1200,Nathan Freeman,Consumer,West,Office Supplies,Supplies,Scissors,1142.77,2,0,167.89
ORD-00756,2022-10-30,CUST-1256,Kristen Davis,Consumer,East,Furniture,Furnishings,Wall Clock,98758.33,9,0,23730.43
ORD-01010,2022-10-30,CUST-1033,Tricia Valencia,Corporate,East,Furniture,Bookcases,Modern Bookcase,71182.96,5,0.3,-14240.9
ORD-00074,2022-10-31,CUST-1034,Nathan Maldonado,Home Office,South,Technology,Machines,Scanner,273868.1,10,0,78854.52
ORD-00717,2022-10-31,CUST-1143,Patricia Rodriguez,Consumer,South,Technology,Phones,Smartphone Lite,1534.31,4,0.15,-106.78
ORD-01624,2022-10-31,CUST-1028,Stephanie Ross,Home Office,North,Furniture,Tables,Coffee Table,120502.33,11,0,30922.77
ORD-01633,2022-11-01,CUST-1133,Mary Marshall,Home Office,South,Technology,Copiers,Desktop Copier,257800.45,8,0.15,23109.41
ORD-01065,2022-11-02,CUST-1205,Erin Warner,Consumer,East,Furniture,Furnishings,Office Partition,8070.18,3,0,1350.85
ORD-01219,2022-11-02,CUST-1138,Courtney Gonzalez,Consumer,Central,Furniture,Bookcases,Corner Bookcase,13315.17,11,0.2,777.22
ORD-01767,2022-11-03,CUST-1092,Brian Rodriguez,Home Office,North,Office Supplies,Binders,View Binder,1349.72,4,0,164.08
ORD-00211,2022-11-04,CUST-1092,Brian Rodriguez,Home Office,North,Office Supplies,Envelopes,Mailing Envelopes Pack,3920.83,6,0,868.31
ORD-01466,2022-11-05,CUST-1227,Kirk Carter,Corporate,South,Office Supplies,Art,Whiteboard,7399.09,10,0.3,-1044.27
ORD-01638,2022-11-05,CUST-1045,Angelica Tucker,Consumer,East,Office Supplies,Envelopes,Padded Envelopes,7266.96,10,0,400.83
ORD-00875,2022-11-07,CUST-1049,Joshua Blair,Corporate,Central,Technology,Accessories,USB-C Hub,268115.74,6,0.3,-31766.62
ORD-01312,2022-11-07,CUST-1060,John Daniel,Home Office,South,Furniture,Chairs,Folding Chair,50855.11,7,0,4311.5
ORD-01427,2022-11-07,CUST-1060,John Daniel,Home Office,North,Technology,Copiers,Office Copier Machine,148364.39,4,0.15,18364.08
ORD-00966,2022-11-08,CUST-1170,Daniel Murphy,Corporate,North,Furniture,Bookcases,Corner Bookcase,106435.24,9,0,18140.8
ORD-00076,2022-11-09,CUST-1243,Kevin Walters,Home Office,North,Furniture,Chairs,Executive Office Chair,13301.29,7,0,3005.29
ORD-01635,2022-11-09,CUST-1067,Tracy House,Home Office,East,Furniture,Furnishings,Wall Clock,62180.72,9,0.1,3668.95
ORD-01444,2022-11-10,CUST-1044,Anthony Humphrey,Corporate,Central,Office Supplies,Envelopes,Padded Envelopes,9372.18,6,0.1,811.0
ORD-01821,2022-11-10,CUST-1285,Stephanie Williams,Consumer,East,Furniture,Tables,Coffee Table,65353.38,7,0,12365.62
ORD-00111,2022-11-11,CUST-1231,Jessica Stephens,Corporate,East,Technology,Copiers,Desktop Copier,222069.12,10,0.1,14109.97
ORD-00292,2022-11-11,CUST-1166,John Anderson,Home Office,Central,Furniture,Bookcases,Corner Bookcase,84773.23,10,0.05,24250.74
ORD-00476,2022-11-11,CUST-1083,Michael Evans,Corporate,South,Furniture,Chairs,Recliner Chair,23338.66,10,0,5826.87
ORD-00435,2022-11-12,CUST-1254,Barbara Dudley,Consumer,West,Technology,Accessories,Webcam HD,154657.77,12,0.15,-7479.5
ORD-01372,2022-11-12,CUST-1230,Lori Guerrero,Corporate,East,Office Supplies,Supplies,Tape Dispenser,9124.85,10,0.2,1192.33
ORD-01472,2022-11-12,CUST-1095,John Whitehead,Home Office,South,Office Supplies,Labels,Sticker Sheet,1243.51,1,0.15,-74.73
ORD-01434,2022-11-13,CUST-1261,Katie Suarez,Home Office,Central,Technology,Accessories,USB-C Hub,113197.24,6,0,39463.8
ORD-01649,2022-11-13,CUST-1067,Tracy House,Home Office,South,Office Supplies,Envelopes,Padded Envelopes,3295.77,8,0.15,725.74
ORD-01749,2022-11-13,CUST-1281,Amanda Jones,Home Office,South,Furniture,Bookcases,Modern Bookcase,89077.91,12,0.3,-1981.74
ORD-00095,2022-11-14,CUST-1040,Brittany Farmer,Corporate,East,Furniture,Chairs,Recliner Chair,24002.11,10,0,6393.08
ORD-01163,2022-11-14,CUST-1019,Lisa Jackson,Consumer,North,Furniture,Chairs,Mesh Task Chair,29948.55,2,0.1,4861.77
ORD-01503,2022-11-14,CUST-1117,William Herrera,Corporate,Central,Technology,Phones,Smartphone Lite,110061.8,3,0.2,-4203.15
ORD-00218,2022-11-15,CUST-1055,Shannon Jones,Corporate,South,Technology,Copiers,Office Copier Machine,151828.32,7,0.3,-13210.59
ORD-00701,2022-11-15,CUST-1129,Cameron Fisher,Home Office,South,Technology,Copiers,Office Copier Machine,267819.73,5,0.1,-3012.63
ORD-01835,2022-11-15,CUST-1009,Gabrielle Davis,Home Office,West,Technology,Phones,Smartphone Lite,163884.59,4,0,39268.46
ORD-00478,2022-11-16,CUST-1003,Angie Henderson,Consumer,Central,Office Supplies,Labels,Sticker Sheet,12105.92,8,0,3509.18
ORD-00463,2022-11-18,CUST-1088,Christopher Bass,Home Office,Central,Office Supplies,Art,Marker Set,13939.91,7,0.3,938.79
ORD-00618,2022-11-18,CUST-1192,Karen Graham,Consumer,East,Office Supplies,Paper,A4 Paper Ream,951.5,2,0,180.38
ORD-01538,2022-11-18,CUST-1103,Rebecca Valencia,Home Office,South,Office Supplies,Storage,Storage Box,21364.38,11,0.15,3741.98
ORD-00007,2022-11-20,CUST-1225,Matthew Moore,Home Office,Central,Office Supplies,Fasteners,Push Pins Pack,12299.24,11,0,4079.4
ORD-00120,2022-11-20,CUST-1226,Benjamin Smith,Corporate,West,Technology,Copiers,Desktop Copier,113767.05,6,0.15,28213.92
ORD-00136,2022-11-20,CUST-1209,Dr. William Warren,Home Office,West,Technology,Accessories,USB-C Hub,22992.04,6,0.05,3434.78
ORD-00826,2022-11-20,CUST-1148,Stephanie Salazar,Home Office,North,Office Supplies,Art,Whiteboard,1321.63,10,0,297.14
ORD-01338,2022-11-21,CUST-1015,Dylan Miller,Home Office,East,Furniture,Chairs,Mesh Task Chair,62538.12,6,0.3,-6190.29
ORD-01693,2022-11-21,CUST-1273,Jonathan Lawrence,Home Office,East,Technology,Accessories,USB-C Hub,42397.49,1,0.05,11247.49
ORD-00674,2022-11-23,CUST-1012,Jamie Arnold,Home Office,Central,Technology,Machines,Scanner,232033.31,11,0,48344.91
ORD-01089,2022-11-23,CUST-1050,Eric Carney,Corporate,North,Technology,Accessories,Mechanical Keyboard,157901.88,7,0,21986.41
ORD-01636,2022-11-23,CUST-1297,Laura Haney,Consumer,North,Office Supplies,Art,Sketch Pad,235.53,1,0.1,23.99
ORD-01795,2022-11-23,CUST-1115,Garrett Lin,Home Office,Central,Technology,Accessories,Wireless Mouse,33560.83,3,0.1,6933.96
ORD-00110,2022-11-24,CUST-1016,Brian Ramirez,Corporate,South,Office Supplies,Supplies,Scissors,2235.99,3,0.2,510.62
ORD-00527,2022-11-25,CUST-1134,Daniel Kennedy,Corporate,Central,Furniture,Bookcases,Corner Bookcase,110738.58,10,0,30850.95
ORD-01847,2022-11-25,CUST-1076,Sarah Moore,Corporate,West,Furniture,Chairs,Folding Chair,105510.03,9,0,15766.15
ORD-00315,2022-11-26,CUST-1069,James Brown,Consumer,Central,Furniture,Tables,Conference Table,12734.29,3,0,3992.87
ORD-01035,2022-11-26,CUST-1074,Lauren Daniels,Consumer,Central,Technology,Phones,Smartphone X200,343501.67,11,0,91791.82
ORD-01424,2022-11-26,CUST-1179,Lawrence Adkins,Home Office,North,Furniture,Furnishings,Desk Lamp,35280.02,7,0.1,-775.93
ORD-00558,2022-11-27,CUST-1148,Stephanie Salazar,Home Office,South,Technology,Machines,Scanner,141532.9,4,0.3,-21041.79
ORD-00872,2022-11-27,CUST-1192,Karen Graham,Consumer,East,Technology,Accessories,Mechanical Keyboard,1495.69,1,0,299.81
ORD-00934,2022-11-27,CUST-1235,Michael Lyons,Consumer,East,Office Supplies,Art,Marker Set,5271.95,8,0.1,86.22
ORD-01894,2022-11-27,CUST-1020,Carla Gray,Consumer,South,Office Supplies,Envelopes,Padded Envelopes,170.6,2,0,53.37
ORD-01993,2022-11-27,CUST-1236,Kathryn Snyder,Consumer,West,Furniture,Tables,Study Table,47373.92,7,0,10467.87
ORD-00117,2022-11-28,CUST-1166,John Anderson,Home Office,South,Technology,Machines,Laser Printer,286970.96,5,0.1,50215.8
ORD-00324,2022-11-28,CUST-1052,Danny Morgan,Corporate,South,Office Supplies,Envelopes,Padded Envelopes,1107.58,9,0.2,263.95
ORD-00012,2022-11-29,CUST-1091,Matthew Mcmillan,Home Office,West,Furniture,Tables,Coffee Table,84926.87,7,0.1,-1899.68
ORD-00976,2022-11-29,CUST-1016,Brian Ramirez,Corporate,West,Furniture,Bookcases,Corner Bookcase,65022.87,11,0,18530.26
ORD-01702,2022-11-29,CUST-1126,Erin Edwards,Consumer,East,Furniture,Bookcases,Modern Bookcase,30375.45,10,0.2,-2975.86
ORD-01732,2022-11-29,CUST-1140,Angel Perry,Home Office,South,Office Supplies,Fasteners,Push Pins Pack,6279.86,4,0,1191.74
ORD-00545,2022-11-30,CUST-1199,Adam Vaughan,Corporate,West,Technology,Accessories,Wireless Mouse,130558.99,5,0.1,27517.78
ORD-00251,2022-12-01,CUST-1133,Mary Marshall,Home Office,North,Technology,Phones,Smartphone Pro Max,34463.81,1,0.05,6387.15
ORD-01079,2022-12-01,CUST-1121,Larry Dixon,Corporate,North,Technology,Machines,Label Maker,90251.57,2,0,18718.52
ORD-01350,2022-12-01,CUST-1105,Richard Henson,Home Office,West,Furniture,Tables,Study Table,87486.88,8,0.05,2223.18
ORD-01509,2022-12-01,CUST-1068,Carol Tucker,Consumer,East,Furniture,Bookcases,5-Shelf Bookcase,98461.61,8,0.1,14131.18
ORD-01809,2022-12-01,CUST-1071,Jordan Henderson,Consumer,South,Office Supplies,Fasteners,Paper Clips Box,6406.05,5,0.15,161.07
ORD-01095,2022-12-02,CUST-1192,Karen Graham,Consumer,East,Office Supplies,Storage,File Organizer,14025.83,12,0.15,885.45
ORD-01460,2022-12-02,CUST-1013,Lisa Hensley,Home Office,Central,Technology,Machines,All-in-One Printer,111716.42,4,0.2,593.07
ORD-01943,2022-12-02,CUST-1220,Bailey Duran DDS,Consumer,West,Technology,Accessories,Webcam HD,421171.32,8,0.15,-11620.49
ORD-01097,2022-12-03,CUST-1022,Patty Perez,Home Office,East,Office Supplies,Storage,Plastic Drawer Unit,2014.0,6,0,691.14
ORD-01205,2022-12-03,CUST-1014,Michele Williams,Consumer,North,Office Supplies,Binders,View Binder,2418.77,5,0,652.42
ORD-01214,2022-12-04,CUST-1142,David Douglas Jr.,Consumer,East,Furniture,Chairs,Executive Office Chair,11741.91,1,0,881.7
ORD-00309,2022-12-06,CUST-1264,Diane Evans,Home Office,South,Technology,Accessories,Mechanical Keyboard,396669.74,10,0.3,67285.75
ORD-00313,2022-12-06,CUST-1118,Ashley Waller,Consumer,North,Office Supplies,Fasteners,Stapler,4320.78,3,0,1072.99
ORD-00273,2022-12-08,CUST-1058,Richard Aguirre,Corporate,South,Office Supplies,Binders,Ring Binder Set,3216.97,2,0.3,-513.26
ORD-00870,2022-12-08,CUST-1275,Joyce Bowen,Corporate,South,Office Supplies,Paper,Printer Paper Bulk,594.41,10,0,172.81
ORD-01578,2022-12-08,CUST-1054,Mark Perez,Home Office,West,Technology,Phones,Cordless Phone,310368.9,6,0.05,16088.72
ORD-01310,2022-12-09,CUST-1179,Lawrence Adkins,Home Office,North,Furniture,Bookcases,5-Shelf Bookcase,36153.37,8,0,8446.3
ORD-00317,2022-12-10,CUST-1176,Alex Hernandez,Corporate,West,Office Supplies,Paper,A4 Paper Ream,2944.55,7,0.2,226.29
ORD-00639,2022-12-10,CUST-1086,Daniel Baker,Corporate,North,Technology,Phones,Cordless Phone,69695.93,6,0.2,14463.03
ORD-01685,2022-12-10,CUST-1126,Erin Edwards,Consumer,East,Furniture,Chairs,Mesh Task Chair,81810.53,6,0,6876.72
ORD-01431,2022-12-11,CUST-1051,Jessica Holmes,Home Office,Central,Office Supplies,Storage,Storage Box,1598.98,6,0.3,-142.44
ORD-01533,2022-12-11,CUST-1002,Noah Rhodes,Consumer,North,Furniture,Bookcases,5-Shelf Bookcase,34065.1,12,0.05,9766.4
ORD-01771,2022-12-11,CUST-1022,Patty Perez,Home Office,North,Office Supplies,Paper,Printer Paper Bulk,23502.98,12,0.05,908.95
ORD-00118,2022-12-12,CUST-1298,William Barrett,Corporate,South,Furniture,Bookcases,Modern Bookcase,12465.93,1,0.1,1479.0
ORD-00531,2022-12-12,CUST-1026,Judy Baker,Consumer,West,Office Supplies,Envelopes,Padded Envelopes,5686.63,3,0,308.41
ORD-01262,2022-12-12,CUST-1297,Laura Haney,Consumer,East,Furniture,Tables,Dining Table,39494.48,5,0.1,3165.02
ORD-00944,2022-12-13,CUST-1269,Cynthia Rowe,Corporate,West,Furniture,Furnishings,Wall Clock,10196.8,1,0.05,799.2
ORD-01901,2022-12-13,CUST-1128,Jason Powell,Home Office,South,Furniture,Bookcases,Corner Bookcase,1603.96,1,0.05,166.65
ORD-00511,2022-12-14,CUST-1011,Monica Herrera,Home Office,Central,Technology,Phones,Smartphone Pro Max,376338.04,11,0.1,-15373.15
ORD-01988,2022-12-15,CUST-1274,Shelly Alexander,Corporate,North,Office Supplies,Paper,A4 Paper Ream,456.67,3,0.1,66.0
ORD-00129,2022-12-16,CUST-1269,Cynthia Rowe,Corporate,Central,Technology,Accessories,Mechanical Keyboard,42121.1,1,0.3,-2161.72
ORD-00397,2022-12-16,CUST-1172,Darlene Miller,Corporate,Central,Office Supplies,Storage,Storage Box,2552.32,3,0.1,313.81
ORD-00902,2022-12-16,CUST-1019,Lisa Jackson,Consumer,Central,Technology,Accessories,Mechanical Keyboard,466400.12,12,0.1,-3605.88
ORD-01521,2022-12-16,CUST-1082,Mike Allen,Corporate,East,Office Supplies,Storage,Storage Box,7662.33,7,0,2243.96
ORD-01840,2022-12-16,CUST-1112,Shannon Walker,Corporate,North,Technology,Machines,Label Maker,557658.35,11,0,87687.83
ORD-01535,2022-12-17,CUST-1290,Briana Murray,Consumer,Central,Furniture,Chairs,Folding Chair,57699.16,7,0.2,3375.97
ORD-01139,2022-12-18,CUST-1140,Angel Perry,Home Office,Central,Furniture,Chairs,Folding Chair,8764.55,3,0.05,2119.2
ORD-01265,2022-12-18,CUST-1294,Margaret Coleman,Corporate,Central,Technology,Copiers,Office Copier Machine,208140.15,4,0.05,51116.96
ORD-01681,2022-12-18,CUST-1233,Christopher Parker,Corporate,South,Office Supplies,Fasteners,Paper Clips Box,6011.44,4,0.15,-759.84
ORD-00909,2022-12-19,CUST-1155,Brenda Hall,Corporate,East,Furniture,Tables,Study Table,27319.84,4,0.15,-1295.4
ORD-00426,2022-12-22,CUST-1244,Brandon Bailey MD,Consumer,South,Furniture,Furnishings,Wall Clock,19158.13,7,0,1024.59
ORD-01285,2022-12-22,CUST-1188,Samantha Garcia,Corporate,Central,Furniture,Furnishings,Wall Clock,153182.32,12,0.2,3176.08
ORD-01708,2022-12-22,CUST-1103,Rebecca Valencia,Home Office,East,Technology,Phones,Smartphone Pro Max,360403.15,7,0.05,99330.24
ORD-01420,2022-12-23,CUST-1280,Nathan Malone,Consumer,East,Technology,Accessories,USB-C Hub,99511.76,11,0,5968.45
ORD-01091,2022-12-24,CUST-1008,Gina Moore,Consumer,North,Furniture,Tables,Dining Table,105763.19,10,0.3,-30518.53
ORD-01740,2022-12-25,CUST-1216,Anthony Everett,Corporate,South,Office Supplies,Fasteners,Paper Clips Box,3876.7,5,0,940.4
ORD-01817,2022-12-25,CUST-1132,Dustin Jordan,Home Office,East,Technology,Phones,Smartphone Pro Max,240800.13,5,0.05,33273.19
ORD-01910,2022-12-25,CUST-1285,Stephanie Williams,Consumer,South,Technology,Phones,Cordless Phone,76688.13,8,0.1,-1357.92
ORD-00650,2022-12-26,CUST-1132,Dustin Jordan,Home Office,West,Technology,Machines,Scanner,182398.57,5,0,48236.95
ORD-00459,2022-12-27,CUST-1081,Kelly Donovan,Consumer,North,Technology,Phones,Smartphone X200,142738.35,4,0.05,29148.23
ORD-00520,2022-12-27,CUST-1022,Patty Perez,Home Office,West,Furniture,Chairs,Executive Office Chair,55339.18,6,0.2,4687.09
ORD-01266,2022-12-29,CUST-1279,Shannon James,Home Office,East,Technology,Phones,Cordless Phone,108574.81,4,0.3,-4440.84
ORD-01526,2022-12-29,CUST-1078,Megan Young,Corporate,North,Furniture,Chairs,Recliner Chair,57516.62,12,0.15,347.31
ORD-00318,2022-12-30,CUST-1244,Brandon Bailey MD,Consumer,Central,Office Supplies,Binders,View Binder,11930.38,9,0,3806.87
ORD-00974,2022-12-30,CUST-1290,Briana Murray,Consumer,North,Furniture,Tables,Study Table,87747.41,12,0.05,22099.7
ORD-01018,2022-12-30,CUST-1260,Mrs. Kristen Reyes,Consumer,South,Technology,Phones,Smartphone X200,429126.79,9,0.1,115749.34
ORD-01536,2022-12-30,CUST-1285,Stephanie Williams,Consumer,South,Office Supplies,Envelopes,Mailing Envelopes Pack,5996.11,4,0.15,197.93
ORD-00865,2022-12-31,CUST-1020,Carla Gray,Consumer,West,Office Supplies,Fasteners,Push Pins Pack,4973.03,7,0,1558.38
ORD-01402,2022-12-31,CUST-1238,David Davis,Corporate,North,Office Supplies,Paper,Sticky Notes Pack,319.1,3,0.15,-25.31
ORD-01025,2023-01-01,CUST-1261,Katie Suarez,Home Office,East,Office Supplies,Binders,Ring Binder Set,917.41,2,0.15,-30.87
ORD-01760,2023-01-03,CUST-1024,Tommy Walter,Consumer,South,Office Supplies,Labels,Label Roll,4357.35,10,0,466.08
ORD-00456,2023-01-04,CUST-1256,Kristen Davis,Consumer,Central,Furniture,Bookcases,Corner Bookcase,3963.86,7,0,934.19
ORD-00853,2023-01-04,CUST-1233,Christopher Parker,Corporate,North,Furniture,Chairs,Folding Chair,57999.44,5,0,5099.28
ORD-01987,2023-01-04,CUST-1026,Judy Baker,Consumer,Central,Office Supplies,Art,Marker Set,4229.87,5,0,519.14
ORD-00108,2023-01-05,CUST-1280,Nathan Malone,Consumer,East,Technology,Phones,Smartphone X200,111586.82,6,0.2,-9907.6
ORD-00541,2023-01-05,CUST-1087,Shirley Suarez,Home Office,Central,Technology,Accessories,Wireless Mouse,99719.64,9,0.05,22100.92
ORD-01019,2023-01-05,CUST-1266,Joshua Reed,Corporate,South,Furniture,Furnishings,Desk Lamp,27511.63,10,0.3,390.33
ORD-01304,2023-01-05,CUST-1229,Michael Bradshaw,Home Office,Central,Office Supplies,Supplies,Scissors,1022.81,3,0.15,-88.18
ORD-00498,2023-01-06,CUST-1182,Tina Sanders,Corporate,West,Technology,Accessories,Mechanical Keyboard,413569.67,7,0,85161.55
ORD-00585,2023-01-07,CUST-1014,Michele Williams,Consumer,North,Technology,Copiers,Desktop Copier,321676.55,6,0,21090.22
ORD-00707,2023-01-07,CUST-1097,Aaron Wise,Consumer,Central,Office Supplies,Storage,Storage Box,3961.98,2,0,704.8
ORD-00034,2023-01-08,CUST-1250,Kimberly Gutierrez,Consumer,South,Technology,Machines,Label Maker,210803.35,5,0,43212.19
ORD-00530,2023-01-08,CUST-1202,Ricky Davis II,Consumer,West,Office Supplies,Art,Marker Set,1260.72,1,0,431.47
ORD-00658,2023-01-08,CUST-1258,Kathleen Moran,Home Office,North,Technology,Accessories,Mechanical Keyboard,44835.78,4,0.1,9313.4
ORD-01049,2023-01-08,CUST-1230,Lori Guerrero,Corporate,North,Technology,Machines,Label Maker,8825.47,2,0.1,984.35
ORD-01455,2023-01-08,CUST-1058,Richard Aguirre,Corporate,South,Furniture,Furnishings,Wall Clock,11922.48,3,0,1546.45
ORD-01520,2023-01-08,CUST-1204,Joseph Coleman,Consumer,West,Office Supplies,Art,Marker Set,5506.55,10,0.3,187.97
ORD-00105,2023-01-09,CUST-1070,William Baker,Home Office,North,Office Supplies,Supplies,Scissors,8869.32,5,0.15,1576.11
ORD-00899,2023-01-09,CUST-1045,Angelica Tucker,Consumer,South,Technology,Phones,Smartphone Lite,22659.41,1,0.05,1887.31
ORD-01387,2023-01-09,CUST-1002,Noah Rhodes,Consumer,East,Technology,Machines,Scanner,160680.19,8,0,29046.72
ORD-01470,2023-01-10,CUST-1046,Philip Cannon,Consumer,West,Office Supplies,Envelopes,Padded Envelopes,8706.45,9,0.15,595.4
ORD-01944,2023-01-10,CUST-1144,Christopher Rubio,Consumer,East,Technology,Accessories,Mechanical Keyboard,176930.05,8,0.2,-10864.75
ORD-00528,2023-01-12,CUST-1228,Michael Warner,Home Office,South,Furniture,Furnishings,Desk Lamp,54234.83,11,0.05,7127.9
ORD-01425,2023-01-12,CUST-1299,Keith Jennings,Corporate,North,Office Supplies,Storage,Plastic Drawer Unit,15827.68,10,0.1,1421.07
ORD-01999,2023-01-12,CUST-1135,Rebecca Jackson,Home Office,East,Office Supplies,Storage,Plastic Drawer Unit,5697.36,8,0.3,55.76
